"","Represented.Test.Veh.Make","Model","Vehicle.Type","HorsePower","Cylinders","Tested.Transmission.Type.Code","Tested.Transmission.Type","Gears","Drive.System.Code","Weight","AxleRatio","Test.Procedure.Cd","Test.Procedure.Description","Test.Fuel.Type.Cd","Test.Fuel.Type.Description","FuelEcon"
"485","HYUNDAI","G80","Car",420,"8","SA","Semi-Automatic","8","R",4750,3.54,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.7
"486","Hyundai","G90","Car",365,"6","SA","Semi-Automatic","8","A",5000,3.54,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.5
"487","Hyundai","G90","Car",365,"6","SA","Semi-Automatic","8","R",5000,3.54,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.5
"488","Hyundai","G90","Car",420,"8","SA","Semi-Automatic","8","R",5250,3.54,"3","HWFE","61","Tier 2 Cert Gasoline",32.1
"489","Hyundai","G90","Car",420,"8","SA","Semi-Automatic","8","R",5000,3.54,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.5
"490","HYUNDAI","IONIQ PHEV","Car",104,"4","AM","Automated Manual","6","F",3625,4.19,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",71.6
"491","Hyundai","Santa Fe","Car",290,"6","A","Automatic","6","4",4500,3.04,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.7
"492","Hyundai","Santa Fe","Car",290,"6","A","Automatic","6","F",4250,3.04,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.8
"493","Hyundai","Santa Fe Sport","Car",240,"4","SA","Semi-Automatic","6","F",4250,3.2,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.4
"494","Hyundai","Santa Fe Sport","Car",240,"4","SA","Semi-Automatic","6","A",4500,3.51,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23.7
"495","Hyundai","Santa Fe Sport","Car",240,"4","SA","Semi-Automatic","6","A",4250,3.51,"3","HWFE","61","Tier 2 Cert Gasoline",36.5
"496","Hyundai","Santa Fe Sport","Car",185,"4","SA","Semi-Automatic","6","F",4000,3.51,"3","HWFE","61","Tier 2 Cert Gasoline",38.8
"497","Hyundai","Santa Fe Sport","Car",185,"4","SA","Semi-Automatic","6","4",4250,3.65,"3","HWFE","61","Tier 2 Cert Gasoline",36.6
"498","Hyundai","Santa Fe Ultimate","Car",290,"6","A","Automatic","6","F",4500,3.04,"90","US06","61","Tier 2 Cert Gasoline",20.9
"499","Hyundai","Santa Fe Ultimate","Car",290,"6","A","Automatic","6","A",4750,3.04,"90","US06","61","Tier 2 Cert Gasoline",19.7
"500","HYUNDAI","Sonata","Car",185,"4","SA","Semi-Automatic","6","F",3625,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",31
"501","HYUNDAI","Sonata","Car",185,"4","SA","Semi-Automatic","6","F",3500,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",31.9
"502","HYUNDAI","Sonata","Car",185,"4","SA","Semi-Automatic","6","F",3625,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.2
"503","HYUNDAI","Sonata","Car",185,"4","SA","Semi-Automatic","6","F",3500,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.9
"504","Hyundai","Sonata","Car",248,"4","SA","Semi-Automatic","8","F",3875,3.32,"3","HWFE","61","Tier 2 Cert Gasoline",45.5
"505","Hyundai","Sonata","Car",178,"4","AM","Automated Manual","7","F",3500,3.17,"90","US06","61","Tier 2 Cert Gasoline",33
"506","Hyundai","Sonata","Car",178,"4","AM","Automated Manual","7","F",3500,3.17,"11","Cold CO","26","Cold CO Regular (Tier 2)",30.8
"507","HYUNDAI","Tucson","Car",164,"4","SA","Semi-Automatic","6","A",3750,3.65,"3","HWFE","61","Tier 2 Cert Gasoline",36.3
"508","HYUNDAI","Tucson","Car",164,"4","SA","Semi-Automatic","6","F",3625,3.51,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.9
"509","Hyundai","Tucson","Car",175,"4","AM","Automated Manual","7","F",3875,3.58,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.1
"510","Hyundai","Tucson","Car",175,"4","AM","Automated Manual","7","A",4000,3.58,"3","HWFE","61","Tier 2 Cert Gasoline",39.1
"511","KIA","Optima","Car",245,"4","SA","Semi-Automatic","6","F",3875,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",27.4
"512","KIA","Optima","Car",185,"4","SA","Semi-Automatic","6","F",3625,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",31.6
"513","KIA","Optima","Car",185,"4","SA","Semi-Automatic","6","F",3625,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",30.3
"514","KIA","Optima","Car",178,"4","AM","Automated Manual","7","F",3500,3.17,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",36.3
"515","KIA","Optima Fe","Car",185,"4","SA","Semi-Automatic","6","F",3500,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.9
"516","KIA","Optima FE","Car",185,"4","SA","Semi-Automatic","6","F",3500,2.89,"3","HWFE","61","Tier 2 Cert Gasoline",51.3
"517","Jaguar","F-PACE","Both",180,"4","SA","Semi-Automatic","8","4",4500,3.23,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur",47.3
"518","Jaguar","F-PACE","Both",340,"6","SA","Semi-Automatic","8","4",4750,3.73,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.1
"519","Jaguar","F-Pace","Both",250,"4","SA","Semi-Automatic","8","A",4500,3.73,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",27.9
"520","Jaguar","F-TYPE","Both",340,"6","SA","Semi-Automatic","8","R",4000,3.15,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25
"521","Jaguar","F-Type AWD","Car",380,"6","SA","Semi-Automatic","8","4",4250,3.31,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.7
"522","Jaguar","F-Type AWD","Car",550,"8","SA","Semi-Automatic","8","4",4500,2.56,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18.6
"523","Jaguar","F-Type Convertible","Both",310,"4","SA","Semi-Automatic","8","R",3875,3.55,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.4
"524","Jaguar","F-Type Manual","Car",340,"6","M","Manual","6","4",4250,3.31,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.1
"525","Jaguar","XE","Both",340,"6","SA","Semi-Automatic","8","4",4250,3.23,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.1
"526","Jaguar","XE","Both",180,"4","SA","Semi-Automatic","8","R",4000,2.73,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur",42.6
"527","Jaguar","XE AWD","Both",180,"4","SA","Semi-Automatic","8","A",4250,2.73,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur",39.9
"528","Jaguar","XE AWD","Both",250,"4","SA","Semi-Automatic","8","A",4000,3.42,"3","HWFE","61","Tier 2 Cert Gasoline",49.6
"529","Jaguar","XE AWD","Both",340,"6","SA","Semi-Automatic","8","4",4250,3.23,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.2
"530","Jaguar","XF","Car",340,"6","SA","Semi-Automatic","8","4",4250,3.23,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.3
"531","Jaguar","XF","Both",250,"4","SA","Semi-Automatic","8","R",4250,3.42,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.5
"532","Jaguar","XF AWD","Both",250,"4","SA","Semi-Automatic","8","A",4250,3.42,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.8
"533","Jaguar","XF AWD","Car",340,"6","SA","Semi-Automatic","8","4",4500,3.23,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.8
"534","Land Rover","Discovery Sport 250PS","Truck",250,"4","SA","Semi-Automatic","9","A",4500,4.54,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.1
"535","Land Rover","Range Rover Velar","Both",250,"4","SA","Semi-Automatic","8","A",4500,3.73,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.6
"536","Land Rover","Range Rover Velar","Both",180,"4","SA","Semi-Automatic","8","4",4750,3.23,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur",33.2
"537","Land Rover","Velar","Both",375,"6","SA","Semi-Automatic","8","4",4750,3.73,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.7
"538","Karma","Revero","Car",255,"4","A","Automatic","1","R",5500,4.1,"11","Cold CO","27","Cold CO Premium (Tier 2)",19.2
"539","Karma","Revero","Car",255,"4","A","Automatic","1","R",5500,4.1,"95","SC03","61","Tier 2 Cert Gasoline",19.2
"540","HYUNDAI","ACCENT","Car",130,"4","SA","Semi-Automatic","6","F",3000,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",33.8
"541","HYUNDAI","ACCENT","Car",130,"4","SA","Semi-Automatic","6","F",2875,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",37.1
"542","HYUNDAI","ACCENT","Car",130,"4","M","Manual","6","F",2750,4.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",36.1
"543","Kia","Forte","Car",164,"4","SA","Semi-Automatic","6","F",3250,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.3
"544","Kia","Forte","Car",160,"4","SA","Semi-Automatic","6","F",3250,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.2
"545","Kia","Forte","Car",147,"4","M","Manual","6","F",3125,4.33,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.3
"546","Kia","Forte","Car",147,"4","SA","Semi-Automatic","6","F",3125,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",35.4
"547","Kia","Forte","Car",147,"4","SA","Semi-Automatic","6","F",3125,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",39
"548","Kia","Forte5","Car",164,"4","SA","Semi-Automatic","6","F",3250,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.1
"549","Kia","Forte5","Car",201,"4","AM","Automated Manual","7","F",3375,3.61,"3","HWFE","61","Tier 2 Cert Gasoline",42.6
"550","Kia","Forte5","Car",201,"4","M","Manual","6","F",3375,4.47,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.3
"551","KIA","NIRO","Car",104,"4","AM","Automated Manual","6","F",3625,3.23,"11","Cold CO","26","Cold CO Regular (Tier 2)",42.9
"552","KIA","NIRO","Car",104,"4","AM","Automated Manual","6","F",3625,3.23,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",60
"553","KIA","NIRO","Car",104,"4","AM","Automated Manual","6","F",3500,3.23,"90","US06","61","Tier 2 Cert Gasoline",44
"554","KIA","NIRO","Car",104,"4","AM","Automated Manual","6","F",3500,3.23,"11","Cold CO","26","Cold CO Regular (Tier 2)",46.9
"555","KIA","NIRO","Car",104,"4","AM","Automated Manual","6","F",3375,3.23,"90","US06","61","Tier 2 Cert Gasoline",45.8
"556","KIA","NIRO","Car",104,"4","AM","Automated Manual","6","F",3375,3.23,"11","Cold CO","26","Cold CO Regular (Tier 2)",48.6
"557","KIA","Rio","Car",130,"4","A","Automatic","6","F",2875,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",36.5
"558","KIA","Rio","Car",130,"4","M","Manual","6","F",2750,4.06,"3","HWFE","61","Tier 2 Cert Gasoline",53.7
"559","KIA","Rio","Car",130,"4","A","Automatic","6","F",2875,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",37
"560","KIA","Rio","Car",130,"4","M","Manual","6","F",2750,4.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",37.5
"561","Kia","Sedona","Truck",276,"6","SA","Semi-Automatic","6","F",4750,3.04,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.3
"562","Kia","Sedona SX","Truck",276,"6","SA","Semi-Automatic","6","F",4750,3.04,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.8
"563","Kia","Sedona SXL","Truck",276,"6","SA","Semi-Automatic","6","F",5000,3.2,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.7
"564","Kia","Sorento","Car",240,"4","SA","Semi-Automatic","6","A",4250,3.51,"3","HWFE","61","Tier 2 Cert Gasoline",35.9
"565","Kia","Sorento","Car",240,"4","SA","Semi-Automatic","6","F",4250,3.2,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.3
"566","Kia","Sorento","Car",185,"4","SA","Semi-Automatic","6","A",4250,3.65,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26
"567","Kia","Sorento","Car",185,"4","SA","Semi-Automatic","6","F",4000,3.51,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.3
"568","Kia","Sorento","Car",290,"6","SA","Semi-Automatic","6","A",4750,3.04,"3","HWFE","61","Tier 2 Cert Gasoline",32.4
"569","Kia","Sorento","Car",290,"6","SA","Semi-Automatic","6","A",4500,3.04,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.3
"570","Kia","Sorento","Car",290,"6","SA","Semi-Automatic","6","F",4500,3.04,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.1
"571","Kia","Soul","Car",160,"4","SA","Semi-Automatic","6","F",3375,3.38,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",30.4
"572","Kia","Soul","Car",160,"4","SA","Semi-Automatic","6","F",3250,3.27,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",31
"573","Kia","Soul","Car",161,"4","SA","Semi-Automatic","6","F",3375,3.38,"3","HWFE","61","Tier 2 Cert Gasoline",42.8
"574","Kia","Soul","Car",161,"4","SA","Semi-Automatic","6","F",3250,3.27,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.2
"575","Kia","Soul","Car",130,"4","SA","Semi-Automatic","6","F",3125,3.96,"3","HWFE","61","Tier 2 Cert Gasoline",43
"576","Kia","Soul","Car",130,"4","M","Manual","6","F",3125,4.56,"3","HWFE","61","Tier 2 Cert Gasoline",43
"577","Kia","Soul","Car",201,"4","AM","Automated Manual","7","F",3375,3.42,"3","HWFE","61","Tier 2 Cert Gasoline",43.9
"578","Kia","Sportage","Truck",240,"4","SA","Semi-Automatic","6","F",4000,3.32,"90","US06","61","Tier 2 Cert Gasoline",23.5
"579","Kia","Sportage","Truck",237,"4","SA","Semi-Automatic","6","A",4000,3.32,"90","US06","61","Tier 2 Cert Gasoline",21.2
"580","Kia","Sportage","Truck",181,"4","SA","Semi-Automatic","6","F",3750,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",28.4
"581","Kia","Sportage","Truck",181,"4","SA","Semi-Automatic","6","F",3625,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.2
"582","Kia","Sportage","Truck",181,"4","SA","Semi-Automatic","6","F",3750,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.1
"583","Kia","Sportage","Truck",181,"4","SA","Semi-Automatic","6","F",3625,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",28.7
"584","Kia","Sportage","Truck",181,"4","SA","Semi-Automatic","6","A",3875,3.2,"3","HWFE","61","Tier 2 Cert Gasoline",34.9
"585","Kia","Sportage","Truck",181,"4","SA","Semi-Automatic","6","A",3875,3.2,"3","HWFE","61","Tier 2 Cert Gasoline",35.6
"586","LAMBORGHINI","AVENTADOR","Car",700,"12","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)","7","R",4250,2.87,"11","Cold CO","27","Cold CO Premium (Tier 2)",11.2
"587","LAMBORGHINI","AVENTADOR","Car",700,"12","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)","7","R",4250,2.87,"95","SC03","61","Tier 2 Cert Gasoline",12
"588","LAMBORGHINI","AVENTADOR","Car",700,"12","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)","7","R",4000,2.87,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",12.6
"589","MASERATI","Ghibli S Q4 V6 AWD","Car",405,"6","A","Automatic","8","A",4750,2.8,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.8
"590","MASERATI","Ghibli S RWD 405HP","Car",405,"6","A","Automatic","8","R",4750,2.8,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.2
"591","MASERATI","GHIBLI V6 RWD","Car",345,"6","A","Automatic","8","R",4750,2.8,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.8
"592","MASERATI","GRANTURISMO CONVERTIBLE","Car",444,"8","A","Automatic","6","R",4750,3.73,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",15.9
"593","MASERATI","GRANTURISMO SPORT","Car",454,"8","A","Automatic","6","R",4500,3.54,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",15.9
"594","MASERATI","LEVANTE","Truck",345,"8","A","Automatic","8","R",5250,3.27,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18.3
"595","MASERATI","LEVANTE S","Truck",424,"8","A","Automatic","8","R",5250,3.27,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18
"596","MASERATI","QUATTROPORTE GTS","Car",523,"8","A","Automatic","8","R",4750,2.93,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18
"597","MASERATI","QUATTROPORTE S","Car",405,"6","A","Automatic","8","R",4750,2.8,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.6
"598","MASERATI","QUATTROPORTE SQ4 V6","Car",405,"6","A","Automatic","8","R",5000,2.8,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.5
"599","MAZDA","CX-3","Car",146,"4","SA","Semi-Automatic","6","F",3250,4.32,"3","HWFE","61","Tier 2 Cert Gasoline",45.4
"600","MAZDA","CX-3","Car",146,"4","SA","Semi-Automatic","6","F",3125,4.32,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",37.5
"601","MAZDA","CX-9","Truck",227,"4","A","Automatic","6","F",4750,4.41,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.9
"602","MAZDA","CX-9","Truck",227,"4","A","Automatic","6","F",4500,4.41,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",28
"603","MAZDA","MAZDA2","Car",106,"4","M","Manual","6","F",2625,4.11,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",41
"604","MAZDA","MAZDA2","Car",106,"4","M","Manual","6","F",2750,4.11,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",40.5
"605","MAZDA","MAZDA2","Car",106,"4","A","Automatic","6","F",2625,3.82,"3","HWFE","61","Tier 2 Cert Gasoline",58.9
"606","MAZDA","MAZDA2","Car",106,"4","A","Automatic","6","F",2750,3.82,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",43.5
"607","MAZDA","MAZDA3","Car",155,"4","M","Manual","6","F",3250,3.85,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",36.2
"608","MAZDA","MAZDA3","Car",155,"4","A","Automatic","6","F",3250,3.59,"3","HWFE","61","Tier 2 Cert Gasoline",54.3
"609","MAZDA","MAZDA3","Car",184,"4","A","Automatic","6","F",3375,3.39,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",34.9
"610","Mercedes-Benz","AMG C 43 4MATIC","Both",362,"6","A","Automatic","9","R",4250,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.2
"611","Mercedes-Benz","AMG C 43 4MATIC (convertible)","Both",362,"6","A","Automatic","9","R",4500,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.4
"612","Mercedes-Benz","AMG C 43 4MATIC (coupe)","Both",362,"6","A","Automatic","9","R",4250,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25
"613","Mercedes-Benz","AMG C 63","Car",469,"8","A","Automatic","7","R",4500,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.3
"614","Mercedes-Benz","AMG C 63","Car",469,"8","A","Automatic","7","R",4250,2.82,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22
"615","Mercedes-Benz","AMG C 63 (convertible)","Car",469,"8","A","Automatic","7","R",4500,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.9
"616","Mercedes-Benz","AMG E 43 4MATIC","Both",396,"6","A","Automatic","9","R",4500,3.07,"3","HWFE","61","Tier 2 Cert Gasoline",35.3
"617","Mercedes-Benz","AMG E 63 S 4MATIC","Car",604,"8","A","Automatic","9","R",4750,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18.9
"618","Mercedes-Benz","AMG E 63 S 4MATIC (station wagon)","Car",604,"8","A","Automatic","9","R",5000,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.3
"619","Mercedes-Benz","AMG GLC 43 4MATIC","Both",362,"6","A","Automatic","9","R",4500,3.69,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.6
"620","Mercedes-Benz","AMG GLC 43 4MATIC (coupe)","Both",362,"6","A","Automatic","9","R",4500,3.69,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.7
"621","Mercedes-Benz","AMG GLE 43 4MATIC","Truck",385,"6","A","Automatic","9","A",5500,3.46,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.7
"622","Mercedes-Benz","AMG GLE 43 4MATIC (coupe)","Truck",385,"6","A","Automatic","7","A",5500,3.69,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.7
"623","Mercedes-Benz","AMG GLE 63 S (coupe)","Truck",577,"8","A","Automatic","7","R",5500,3.69,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",16.7
"624","Mercedes-Benz","AMG GT (roadster)","Car",469,"8","AM","Automated Manual","7","R",4000,3.67,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.8
"625","Mercedes-Benz","AMG GT C (roadster)","Car",550,"8","A","Automatic","7","R",4000,3.88,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18.8
"626","Mercedes-Benz","AMG GT R (coupe)","Car",577,"8","A","Automatic","7","R",4000,3.88,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18.7
"627","Mercedes-Benz","AMG GT S","Car",503,"8","AM","Automated Manual","7","R",4000,3.67,"3","HWFE","61","Tier 2 Cert Gasoline",30.2
"628","Mercedes-Benz","AMG S 63 4MATIC","Both",603,"8","A","Automatic","9","R",5250,2.82,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.8
"629","Mercedes-Benz","AMG SL 65","Both",621,"12","A","Automatic","7","R",4500,2.65,"11","Cold CO","27","Cold CO Premium (Tier 2)",13.5
"630","Mercedes-Benz","AMG SL 65","Both",621,"12","A","Automatic","7","R",4500,2.65,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",17.1
"631","Mercedes-Benz","AMG SLC 43","Both",362,"6","A","Automatic","9","R",3875,2.82,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.8
"632","Mercedes-Benz","C 300","Both",241,"4","A","Automatic","9","R",3875,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",30.7
"633","Mercedes-Benz","C 300 (convertible)","Both",241,"4","A","Automatic","9","R",4250,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",28.5
"634","Mercedes-Benz","C 300 (coupe)","Both",241,"4","A","Automatic","9","R",4000,3.07,"3","HWFE","61","Tier 2 Cert Gasoline",43.6
"635","Mercedes-Benz","C 300 4MATIC","Both",241,"4","A","Automatic","9","R",4000,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.8
"636","Mercedes-Benz","C 300 4MATIC (convertible)","Both",241,"4","A","Automatic","9","R",4250,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",27.7
"637","Mercedes-Benz","C 300 4MATIC (coupe)","Both",241,"4","A","Automatic","9","R",4000,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",28.5
"638","Mercedes-Benz","CLA 250","Both",208,"4","AM","Automated Manual","7","F",3625,2.4,"3","HWFE","61","Tier 2 Cert Gasoline",53.6
"639","Mercedes-Benz","CLA 250 4MATIC","Both",208,"4","AM","Automated Manual","7","F",3750,2.65,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",30.6
"640","Mercedes-Benz","CLA 250 4MATIC","Both",208,"4","AM","Automated Manual","7","F",3750,2.65,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",22
"641","Mercedes-Benz","CLA 45 AMG 4MATIC","Car",355,"4","AM","Automated Manual","7","R",3875,2.44,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.3
"642","Mercedes-Benz","CLS 550","Car",402,"8","A","Automatic","9","R",4500,2.47,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.5
"643","Mercedes-Benz","CLS 550 4MATIC","Car",402,"8","A","Automatic","9","R",4750,2.47,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.6
